№;Игрок;Позиция;Команда;МИН;Г;ГП;КП;КП+;КП%;УД;УД+;УД%;xG;Ф;ФП;ОФ;ЖК;КК;ТТД;ТТД+;ТТД%;ТШ;ГМ;ГМ+;ГМ%;ПОТ;ПТС;ВОЗ;ВЗС;НОМ;ПАС;ПАС+;ПАС%;ПСВ;ПСВ+;ПСВ%;ПCН;ПCН+;ПCН%;ДПС;ДПС+;ДПС%;КСП;КСП+;КСП%;ПФТ;ПФТ+;ПФТ%;ПСШ;ПСШ+;ПСШ%;НАВ;НАВ+;НАВ%;ППУ;ППУ+;ППУ%;ППС;ППШ;ЕД;ЕД+;ЕД%;ЕДВ;ЕДВ+;ЕДВ%;ЕДО;ЕДО+;ЕДО%;ЕДА;ЕДА+;ЕДА%;ОБВ;ОБВ+;ОБВ%;ОТБ;ОТБ+;ОТБ%;ПХ;ШТУ;ПШУ;ПШУ+;ПШУ%;УГЛ;АУТ;АУТ+;АУТ%
19;Илья Мосейчук;ПВ;Кубань Краснодар;889;0.2;0.1;0.5;0.5;100 %;0.9;0.5;56 %;0.10;1.5;0.7;0.1;0.2;0;51.1;30.3;59 %;2.4;0.7;0.2;29 %;10.7;3.4;11.3;3.7;1.5;20;13.9;69 %;6.3;3.2;52 %;5.7;5.3;93 %;0.6;0.1;17 %;19.4;13.8;71 %;7.1;4.7;66 %;3.6;1.2;33 %;3.7;0.9;24 %;0.7;0.6;86 %;23.4;0.9;18.6;6.3;34 %;3.8;1.2;32 %;9.1;4;44 %;9.5;2.2;23 %;5.1;2;40 %;2.9;1.1;38 %;2.6;0.1;0;0;0 %;0.1;0.1;0.1;100 %
95;Илья Петров;ПОП;СКА Хабаровск;1117;0;0;0.2;0.2;100 %;1.2;0.2;20 %;0.04;1.2;1;0;0.2;0;79.8;61.6;77 %;0.6;0.1;0;0 %;12.7;4.5;13.9;6.3;0.7;55.6;44.6;80 %;25.7;17.3;67 %;8.6;8.5;98 %;3.8;2.1;55 %;51.8;42.5;82 %;16.5;12.3;75 %;7.6;3.1;41 %;0.7;0.2;22 %;0.9;0.8;91 %;45.5;0.5;11.1;5.3;48 %;0.9;0.6;73 %;4.6;2.3;51 %;6.5;3;46 %;2.4;1.5;60 %;2.3;1.2;52 %;4.5;2.1;0.3;0.2;50 %;2.7;0.6;0.6;100 %
5;Илья Ращеня;ПОП;Волгарь Астрахань;195;0;0.5;0.5;0.5;100 %;0.5;0.5;100 %;0.01;1.8;0.9;0;0;0;66.9;51.7;77 %;0;0;0;0 %;6.9;2.8;18.5;3.7;0.5;36.9;30.5;83 %;24.9;18.9;76 %;3.2;3.2;100 %;5.1;3.2;64 %;31.8;27.2;86 %;8.3;6;72 %;1.8;0.9;50 %;0.5;0;0 %;0.9;0.9;100 %;24.9;0;12.5;6;48 %;4.6;2.3;50 %;9.7;5.5;57 %;2.8;0.5;17 %;0;0;0 %;3.2;1.8;57 %;8.8;0.9;0;0;0 %;0;0;0;0 %
77;Илья Самошников;ЛФЗ;Рубин Казань;1102;0.1;0.2;0.2;0.2;100 %;2.3;1;43 %;0.10;0.9;1.3;0;0.2;0;76.6;56.3;73 %;4.4;0.5;0.1;17 %;13.5;4.4;15.1;5.6;0.7;39.9;29.7;75 %;23;15.3;66 %;6;5.9;97 %;2.2;1.1;52 %;37.6;28.6;76 %;13.8;10.9;79 %;5.6;2.8;49 %;1.5;0.2;17 %;0.9;0.7;82 %;30.1;0.7;20.7;12;58 %;2.2;1;44 %;8.1;5.1;64 %;12.7;6.9;54 %;7.5;4.8;64 %;4.9;3.3;67 %;5.1;0.2;0;0;0 %;0;9.4;7.9;84 %
44;Илья Сериков;ЛЦЗ;Арсенал Тула;911;0;0;0;0;0 %;0.5;0.1;20 %;0.05;0;0.5;0;0;0;88.9;77.6;87 %;1.3;0.2;0;0 %;6.1;4;18.7;3.3;0.4;60.4;55.1;91 %;33.5;28.6;86 %;7.8;7.8;100 %;0.6;0.4;67 %;59.8;54.7;92 %;5.7;4.8;84 %;0.5;0.2;40 %;0.1;0;0 %;0.2;0.2;100 %;45.5;0.8;13.2;9.1;69 %;6.5;4.7;73 %;9.6;6.7;70 %;3.7;2.4;65 %;0.9;0.4;44 %;1.3;1;77 %;6.8;0.3;0;0;0 %;0;1.7;1.4;82 %
7;Ираклий Логуа;ПФД;Велес Москва;439;0.4;0.2;0.2;0.2;100 %;2.7;1;38 %;0.30;0.4;0.4;0.6;0.4;0;35.1;17.2;49 %;4.1;1.2;0.4;33 %;10;1.8;4.5;2.7;1.2;16.2;9.6;59 %;5.9;3.1;52 %;2.9;2.3;79 %;0;0;0 %;16.2;9.6;59 %;4.7;2.5;52 %;2.7;1.2;46 %;1.8;0.4;22 %;0.2;0;0 %;23;2.3;11.9;2.3;19 %;3.7;0.2;6 %;2.3;0.6;27 %;9.6;1.6;17 %;3.3;1;31 %;1.6;0.6;38 %;1.2;0.8;0.2;0;0 %;0.4;0.2;0.2;100 %
69;Ираклий Манелов;ЛВ;Арсенал Тула;1194;0.2;0;0.2;0.2;100 %;1.4;0.7;47 %;0.18;1.4;2.4;0.4;0.2;0;56.1;35.4;63 %;3.8;0.7;0.2;22 %;7.8;2.3;9.5;5;1.1;25.2;20.4;81 %;8.2;5.2;63 %;6;5.8;96 %;0.5;0.2;33 %;24.7;20.2;82 %;11.5;9.6;84 %;1.4;0.9;63 %;0.4;0;0 %;0.6;0.6;100 %;34.3;1.7;22.2;8.2;37 %;5.3;1.4;26 %;8;3.5;44 %;14.2;4.7;33 %;4.7;2.8;59 %;3.1;1.2;39 %;2.8;0.2;0;0;0 %;0;0.2;0.2;100 %
78;Ислам Имамов;ВРТ;СКА Хабаровск;1143;0;0;0;0;0 %;0;0;0 %;0.00;0;0.2;0;0.1;0;43.8;39.7;91 %;0;0;0;0 %;4;4;8.2;0;0;35.2;31.2;89 %;28.7;25;87 %;0;0;0 %;7.5;4.9;65 %;27.7;26.3;95 %;0.1;0.1;100 %;0;0;0 %;0;0;0 %;0.1;0;0 %;21.6;0;0.3;0.3;100 %;0.2;0.2;100 %;0.3;0.3;100 %;0;0;0 %;0;0;0 %;0.1;0.1;100 %;6.1;1.1;0;0;0 %;0;0;0;0 %
14;Ислам Машуков;ЦФД;Алания;796;0.1;0.2;0.7;0.7;100 %;2;0.3;17 %;0.20;1.4;1.5;1;0;0.1;44.3;23.5;53 %;4.9;1;0.1;11 %;7.1;1.6;9.7;6.9;1.2;16.3;11.4;70 %;5.5;2.7;49 %;4.7;4.2;88 %;0.2;0.2;100 %;16.1;11.2;70 %;5.1;3.8;76 %;0.6;0;0 %;0.2;0;0 %;0.7;0.7;100 %;30.3;3.8;22.2;8;36 %;10.5;3.5;33 %;5;2.1;43 %;17.2;5.9;34 %;2.1;1.1;53 %;0.5;0.3;75 %;1;0;0;0;0 %;0;0.1;0.1;100 %
87;Ислам-Бек Губжоков;ПЦП;Краснодар 2;454;0;0;0.2;0.2;100 %;1.4;0.2;14 %;0.09;1.6;1;0;0.2;0;67.6;50.2;74 %;0;0;0;0 %;9.1;3;15.1;6.1;0.2;36.7;29.7;81 %;16.7;11.3;68 %;5.2;5.2;100 %;2.6;1.4;54 %;34.1;28.3;83 %;9.7;7.7;80 %;5.6;3.2;57 %;0.2;0;0 %;0.6;0.6;100 %;30.5;0.2;16.9;7.9;47 %;2.6;0.8;31 %;9.1;4.6;50 %;7.7;3.4;44 %;4.6;2.6;57 %;2.6;2;77 %;6.5;1.6;0.2;0;0 %;3;0;0;0 %
77;Исламжан Насыров;ЛЗ;Арсенал Тула;784;0;0;0.1;0.1;100 %;0.2;0;0 %;0.03;0.8;0.3;0;0.3;0;85.6;66.2;77 %;0.8;0.1;0;0 %;14.7;5.7;16.6;4.2;0.8;57.7;45.1;78 %;29.2;19.4;67 %;11.1;10.9;98 %;2.8;1.8;67 %;55;43.3;79 %;13.9;9.8;70 %;4.2;1.7;41 %;2.1;0.5;22 %;1.3;1.1;91 %;37.4;0.3;13;7.9;61 %;2.6;1.4;52 %;7;4.8;69 %;6;3.1;52 %;3.1;1.8;59 %;3.1;2.2;70 %;7.3;0.9;0;0;0 %;0.7;11.2;9.2;82 %
9;Ишхан Гелоян;ЛВ;СКА Хабаровск;658;0;0;0.4;0.4;100 %;1.4;0.4;30 %;0.09;1.1;1.1;0.3;0.3;0;57.6;38;66 %;2.7;0.4;0;0 %;11.1;2.9;10.7;4.9;1.4;27.9;21.2;76 %;9.3;5.6;60 %;9.4;9.3;99 %;1.2;0.4;33 %;26.7;20.8;78 %;12.7;9.3;73 %;3.1;1.2;39 %;2.3;0.1;6 %;0.4;0.4;100 %;31.6;1.1;17.4;7.1;41 %;2.5;0.5;22 %;8.5;4;47 %;8.9;3.1;35 %;5.6;2.6;46 %;2.6;1.2;47 %;2.1;0;0;0;0 %;0;0.7;0.5;80 %
3;Камиль Ибрагимов;ЦФД;Динамо Махачкала;577;0;0.2;0.5;0.5;100 %;1.7;0.6;36 %;0.18;1.9;3;0.3;0.2;0;54.7;30.1;55 %;6.1;0.6;0;0 %;7.2;1.4;12.6;8.6;1.4;20.1;15.4;77 %;7.8;5.1;66 %;6.4;5.8;90 %;0.2;0;0 %;20;15.4;77 %;9;7.2;79 %;0.5;0.2;33 %;0.5;0.2;33 %;0.9;0.9;100 %;37.6;3.6;28.1;10.1;36 %;13.9;4.4;31 %;5.9;2.3;39 %;22.1;7.8;35 %;2.5;1.4;56 %;1.6;0.8;50 %;1.7;0.2;0;0;0 %;0;0.2;0.2;100 %
72;Камиль Муллин;ЦФД;Волгарь Астрахань;460;0.2;0;0;0;0 %;1.2;0.4;33 %;0.16;2.7;0.8;0.4;0.8;0;57.1;27.2;48 %;5.7;1;0.2;20 %;8;2.7;11.3;6.7;1.4;19.8;14.1;71 %;7.8;4.3;55 %;3.9;3.7;95 %;0.6;0.2;33 %;19.2;13.9;72 %;7.6;5.9;77 %;1.2;0.6;50 %;0.4;0.2;50 %;0.4;0.4;100 %;37.8;3.5;29.3;7.6;26 %;17.2;4.3;25 %;7.8;2.3;30 %;21.5;5.3;25 %;1.4;0.4;29 %;1.8;0.4;22 %;2.9;0;0;0;0 %;0;0;0;0 %
17;Карим Гираев;ЦФД;КамАЗ;351;0;0.3;0;0;0 %;1.3;0.5;40 %;0.11;1.8;0.8;0;0.3;0;46.7;21.8;47 %;4.9;0.3;0;0 %;9.7;2.3;8.7;6.7;0.8;18.2;10.8;59 %;4.1;1;25 %;2.8;2.3;82 %;0;0;0 %;18.2;10.8;59 %;7.9;5.1;65 %;0.8;0.3;33 %;0;0;0 %;0.3;0.3;100 %;30.3;2.3;21.5;5.6;26 %;9;3.1;34 %;3.1;1.3;42 %;18.5;4.4;24 %;2.1;0.5;25 %;1.3;1;80 %;1.3;0;0;0;0 %;0;0;0;0 %
17;Кирилл Богданец;ПВ;Краснодар 2;191;0.9;0;0;0;0 %;2.8;1.9;67 %;0.59;0;0;0.5;0;0;47.6;23.1;49 %;8;2.4;0.9;40 %;10.8;2.8;8;5.7;0.9;14.6;9.9;68 %;6.6;3.8;57 %;3.8;3.8;100 %;0.5;0;0 %;14.1;9.9;70 %;3.3;0.9;29 %;1.4;0.9;67 %;0;0;0 %;0.9;0.5;50 %;23.6;1.9;24;5.7;24 %;4.7;1.9;40 %;8;1.4;18 %;16;4.2;26 %;7.5;2.4;31 %;3.3;0;0 %;0.5;0;0;0;0 %;0;0.9;0.9;100 %
87;Кирилл Боженов;ПФЗ;Динамо Махачкала;289;0;0;0;0;0 %;0;0;0 %;0.00;2.2;1.9;0;0.3;0;63.8;49.8;78 %;1.2;0;0;0 %;8.1;2.5;11.2;5.9;0.3;40.8;33.9;83 %;14.9;9.3;63 %;8.1;8.1;100 %;2.2;1.6;71 %;38.6;32.4;84 %;7.5;6.9;92 %;5;2.2;44 %;1.9;0.3;17 %;0.3;0.3;100 %;28;0.3;13.7;6.9;50 %;0.9;0.6;67 %;7.5;4.4;58 %;6.2;2.5;40 %;2.2;1.2;57 %;5.9;4;68 %;2.8;0;0;0;0 %;0;7.2;6.9;96 %
31;Кирилл Большаков;ПЦЗ;Арсенал Тула;1390;0.1;0.1;0.1;0.1;100 %;1.4;0.7;52 %;0.10;0.8;0.4;0;0.2;0;89;75.6;85 %;1.2;0.5;0.1;13 %;8.9;7.9;21.6;3.1;0.3;58.3;49.7;85 %;36.8;28.4;77 %;3.4;3.4;100 %;6.2;3.2;52 %;52.2;46.5;89 %;5.1;4.5;90 %;0.5;0.2;43 %;0;0;0 %;0.1;0.1;50 %;41.7;0.7;12;8.7;72 %;5.3;3.9;74 %;9.1;6.7;74 %;2.9;1.9;67 %;0.4;0.4;100 %;2.7;1.7;64 %;7.6;2.5;0.7;0.5;64 %;0;0;0;0 %
12;Кирилл Колесниченко;ЛЗ;Родина Москва;322;0;0.3;0.6;0.6;100 %;2;0.8;43 %;0.14;2.2;0.8;0;0.3;0;68.8;45.3;66 %;2.5;1.1;0;0 %;12.6;3.9;13.1;7.5;1.4;34.1;26;76 %;13.4;8.7;65 %;7.5;7.5;100 %;2.8;1.7;60 %;31.3;24.3;78 %;16.5;12.9;78 %;5;3.4;67 %;0.3;0;0 %;0;0;0 %;32.7;1.1;21;8.4;40 %;3.9;1.4;36 %;8.1;2.5;31 %;12.9;5.9;46 %;5.6;2.5;45 %;2.5;1.4;56 %;3.1;0.8;0;0;0 %;2;1.7;1.7;100 %
47;Кирилл Косарев;ЦФД;Волгарь Астрахань;210;0;0;0;0;0 %;1.3;0;0 %;0.08;0.4;2.1;0.9;0;0;44.6;24.4;55 %;5.6;0.4;0;0 %;7.3;2.6;9;4.3;1.3;20.1;15;74 %;9;5.1;57 %;5.1;4.7;92 %;0;0;0 %;20.1;15;74 %;8.6;6;70 %;0.9;0;0 %;0;0;0 %;0;0;0 %;31.7;3.9;18.9;6;32 %;7.3;2.6;35 %;4.7;2.1;45 %;14.1;3.9;27 %;0.9;0;0 %;1.3;0.9;67 %;1.7;0;0;0;0 %;0;0;0;0 %
3;Кирилл Маляров;ЛФЗ;Балтика;1185;0;0.1;0.2;0.2;100 %;0.6;0.2;25 %;0.04;0.5;1.9;0.1;0.1;0;67.7;50.2;74 %;1.4;0.2;0;0 %;13.1;5;15;6.5;0.7;43.8;31.8;73 %;27;17.3;64 %;5.5;5.4;97 %;2.4;1.1;44 %;41.4;30.8;74 %;15.6;11.2;72 %;7.7;4.3;56 %;2;0.2;8 %;0.7;0.6;89 %;30;0.8;11.2;6.9;61 %;3.5;2.2;63 %;6.2;4.2;68 %;5.1;2.7;54 %;1.3;0.8;65 %;3.3;2.3;70 %;4.6;0.2;0;0;0 %;0;8.7;7.4;86 %
6;Кирилл Морозов;ЛОП;Волга Ульяновск;1161;0.1;0.1;0.2;0.2;100 %;1.8;0.5;26 %;0.06;2.1;1.9;0.1;0.4;0;72.1;52.5;73 %;1;0.1;0.1;100 %;10.5;4.2;18.8;7.3;0.9;34.6;26.8;78 %;18.9;12.9;68 %;3.8;3.6;94 %;2.1;1.3;63 %;32.5;25.5;79 %;9.3;6.9;74 %;2.2;1.2;55 %;0.9;0.2;25 %;0.6;0.6;100 %;27.7;0.5;21.1;11.6;55 %;3.9;2.2;56 %;11.2;6.6;59 %;9.9;5;50 %;5.1;3.3;65 %;6.1;3.1;51 %;4.7;0.5;0.2;0;0 %;0;0.1;0.1;100 %
8;Кирилл Панченко;ЛЦП;Арсенал Тула;1258;0.1;0;0.4;0.4;100 %;3.4;0.6;19 %;0.37;0.9;0.9;0.1;0.1;0;65.2;48.4;74 %;3.2;0.9;0.1;8 %;9.8;3.6;11.9;6.5;0.9;39.9;31.9;80 %;17;11.9;70 %;7.3;6.7;91 %;2.3;1.1;47 %;37.6;30.8;82 %;13.3;10.9;82 %;4;2.2;55 %;0.9;0.2;25 %;1.6;1.6;100 %;36.8;1.1;12.3;5.7;47 %;2.6;0.9;35 %;5.3;2.8;53 %;7;2.9;42 %;2.8;1.9;69 %;2.7;1.2;45 %;2.8;0.6;0.1;0;0 %;1.6;0.2;0.2;100 %
23;Кирилл Ушатов;ПЦП;Енисей;264;0;0.3;0.7;0.7;100 %;1.7;0;0 %;0.09;0;2.4;0;0;0;78.4;55.9;71 %;6.5;0;0;0 %;13.6;3.1;15.3;9.5;0.3;35.5;27.6;78 %;13.3;9.2;69 %;7.8;6.8;87 %;0.7;0.3;50 %;34.8;27.3;78 %;12.3;8.2;67 %;3.4;2;60 %;0;0;0 %;1.7;1.7;100 %;35.5;3.1;27.6;14.3;52 %;2.7;1;38 %;8.2;5.1;63 %;19.4;9.2;47 %;14;8.5;61 %;2.7;1;38 %;2.4;0.7;0;0;0 %;1;0;0;0 %
7;Кирилл Фольмер;ЛФЗ;Балтика;605;0.1;0;0.4;0.4;100 %;0.9;0.3;33 %;0.08;1;0.9;0;0.1;0;78.8;55;70 %;3;0.7;0.1;20 %;18.4;5.2;16.7;7.7;0.7;47.3;32.3;68 %;27.5;16.5;60 %;6.2;6;95 %;1.8;1;58 %;45.5;31.2;69 %;14.9;11;74 %;7.7;4;52 %;3.3;0.3;9 %;0.6;0.6;100 %;31.8;0.7;14.7;7.1;48 %;3.6;1.8;50 %;6.4;3.3;51 %;8.3;3.9;46 %;4;1.3;33 %;4.3;3.1;72 %;4;0.9;0;0;0 %;0.9;9.1;7.9;87 %
28;Константин Базелюк;ПФД;Нефтехимик;1113;0.5;0.2;0.1;0.1;100 %;3.2;1.3;40 %;0.44;0.8;1.7;0.9;0.2;0;58;31.9;55 %;8.7;1.6;0.5;30 %;9.1;1.5;14.4;10.5;0.6;22.2;15;68 %;12;6.4;53 %;3.2;2.8;90 %;0.4;0.1;20 %;21.8;15;69 %;8.8;5.5;62 %;2.3;1.3;55 %;0.3;0;0 %;0.6;0.6;100 %;41.1;5.1;28.4;11.2;39 %;17.8;7.1;40 %;4;1.7;43 %;24.4;9.5;39 %;2.3;1;41 %;0.3;0.1;25 %;2.5;0.4;0.4;0.2;40 %;0;0;0;0 %
67;Константин Ерохин;ЛЦЗ;Уфа;297;0;0;0;0;0 %;0.3;0;0 %;0.01;0;0.6;0;0;0;70.3;57.9;82 %;0.9;0;0;0 %;5.8;5.2;20.9;3.3;0;40;34.5;86 %;25.2;20.3;81 %;3.3;3.3;100 %;2.7;1.8;67 %;37.3;32.7;88 %;7.9;7.6;96 %;0.6;0.3;50 %;0;0;0 %;0;0;0 %;21.2;0.6;19.4;13.6;70 %;8.8;6.4;72 %;16.1;11.5;72 %;3.3;2.1;64 %;0.3;0;0 %;3.3;3;91 %;3.3;1.2;0;0;0 %;0;3.9;3.6;92 %
11;Константин Кертанов;ЦАП;Велес Москва;855;0;0.1;0.1;0.1;100 %;1.1;0.1;10 %;0.02;1.1;2.3;0;0.3;0;68.5;47.4;69 %;2.2;0.2;0;0 %;12;3.6;13.6;6.6;1.7;33.6;26;77 %;15.3;10.5;69 %;6.6;6.6;100 %;0.9;0.4;44 %;32.6;25.6;78 %;11.2;8.2;74 %;5.3;2.2;42 %;0.5;0.1;20 %;1.1;0.8;80 %;33.6;1.5;23.2;12;52 %;2.6;0.7;28 %;9.7;5.4;55 %;13.5;6.6;49 %;8;5.3;66 %;4.1;2.4;59 %;2.6;1.5;0;0;0 %;1.6;0.3;0.3;100 %
97;Константин Нижегородов;ЛЦЗ;Рубин Казань;119;0;0;0;0;0 %;0;0;0 %;0.00;0.8;1.5;0;0.8;0;72.6;58.2;80 %;0;0;0;0 %;10.6;7.6;13.6;2.3;0;52.2;41.6;80 %;29.5;19.7;67 %;11.3;11.3;100 %;3.8;0.8;20 %;48.4;40.8;84 %;1.5;0;0 %;1.5;0;0 %;1.5;0;0 %;0;0;0 %;32.5;0;13.6;9.8;72 %;3.8;2.3;60 %;10.6;7.6;71 %;3;2.3;75 %;0;0;0 %;3.8;3.8;100 %;4.5;0.8;0;0;0 %;0;5.3;3.8;71 %
57;Константин Плиев;ПЦЗ;Алания;648;0;0;0.1;0.1;100 %;0.1;0;0 %;0.02;0.7;0.3;0;0.1;0;69.3;60;87 %;0.7;0.1;0;0 %;6;5;18.6;3.1;0.1;45.6;39.9;88 %;26.1;21;80 %;4.4;4.4;100 %;3.9;2.4;61 %;41.7;37.5;90 %;5.6;5;90 %;0.3;0;0 %;0;0;0 %;0.1;0.1;100 %;29.7;0.4;13.2;10.4;79 %;4.9;3.6;74 %;9.7;8.3;86 %;3.5;2.1;60 %;0.4;0.3;67 %;2.2;2.1;94 %;4.4;1.1;0;0;0 %;0;1.7;1.7;100 %
77;Константин Савичев;ПЗ;Акрон;1124;0.1;0.1;0.5;0.5;100 %;1.7;0.5;29 %;0.25;1;0.9;0;0.4;0.2;84.4;66.5;79 %;2.5;0.5;0.1;17 %;12.2;4.4;15.6;5.5;0.6;55.6;45.3;81 %;27.4;20.5;75 %;13.5;13.1;98 %;3.3;1.6;49 %;52.4;43.7;83 %;14.2;11.4;80 %;5.8;3.4;58 %;3.3;0.6;17 %;0.8;0.7;90 %;40.4;0.7;13.2;7.4;56 %;2.9;1.1;39 %;7.4;4.2;57 %;5.8;3.2;55 %;3.2;1.9;60 %;2.2;1.4;67 %;5;0.1;0;0;0 %;0;9;8.5;95 %
44;Кэтэлин Карп;ЦОП;Уфа;513;0;0.2;0.2;0.2;100 %;1.9;0.5;27 %;0.18;1.4;0.5;0;0.2;0;64.9;54;83 %;2.5;0.4;0;0 %;6;3.7;15.3;4.9;0.2;43;37.4;87 %;27.7;22.8;82 %;3;2.6;88 %;4.6;3.2;69 %;38.4;34.2;89 %;9.3;7.9;85 %;1.2;0.5;43 %;0;0;0 %;0.5;0.5;100 %;31.6;1.8;7.9;4;51 %;3.5;2.3;65 %;5.8;3.5;61 %;2.1;0.5;25 %;0.2;0;0 %;1.9;0.9;45 %;2.8;1.1;0;0;0 %;0;0.2;0.2;100 %
5;Лев Ушахин;ПЦЗ;Уфа;728;0;0;0;0;0 %;0.1;0;0 %;0.02;1.4;0.5;0;0.4;0;61.7;48.3;78 %;0.6;0;0;0 %;6.9;5.6;15.3;1.7;0.1;36.1;29.3;81 %;24.8;18.2;73 %;3.3;3.3;100 %;3;1.6;54 %;33.1;27.7;84 %;3;2.3;79 %;0.4;0;0 %;0.1;0;0 %;0;0;0 %;23.1;0.5;13.2;8;61 %;4.2;2.2;53 %;11.1;7.5;68 %;2.1;0.5;24 %;0.6;0.6;100 %;4.5;2.3;53 %;5.1;0.7;0;0;0 %;0;2.7;2.7;100 %
68;Леонид Герчиков;ЛЗ;Велес Москва;281;0.3;0.3;0;0;0 %;1.9;1;50 %;0.04;1.3;0.6;0;0;0;57.7;40.7;71 %;1.3;0.3;0.3;100 %;8.6;4.5;10.9;3.8;1.3;33.6;26.3;78 %;14.7;9.3;63 %;7;6.1;86 %;2.6;1.3;50 %;31.1;25;80 %;4.2;3.8;92 %;1.3;0.3;25 %;0.6;0.3;50 %;0.3;0.3;100 %;34.3;1.3;12.2;4.5;37 %;3.5;0;0 %;3.8;2.2;58 %;8.3;2.2;27 %;1;1;100 %;1.6;1.3;80 %;4.2;0.3;0;0;0 %;0;2.2;1.9;86 %
5;Магомед Мусалов;ЛЗ;СКА Хабаровск;1187;0;0.2;0.3;0.3;100 %;0.5;0.1;14 %;0.02;0.5;0.8;0.2;0.2;0;74.8;57.5;77 %;2.6;0;0;0 %;11.8;5.2;13.3;4.2;0.6;49.7;39.7;80 %;24.2;16.1;67 %;10.7;10.4;97 %;2.4;1.4;59 %;47.2;38.3;81 %;14;11.4;81 %;3.9;1.8;46 %;1.7;0.5;26 %;0.8;0.7;90 %;34.9;0.8;12.4;6.4;52 %;2.8;1.4;49 %;6.7;4;60 %;5.7;2.4;41 %;2.6;1.3;50 %;2.4;1.6;68 %;3.1;0.8;0;0;0 %;0.2;8.6;8;94 %
14;Максим Барсов;ЛФД;Нефтехимик;362;0.2;0.2;0.5;0.5;100 %;2.5;0.7;30 %;0.40;1.2;2.5;0.5;0.2;0;48;26.9;56 %;5.7;1.5;0.2;17 %;7.7;2.5;9.7;6.7;0.5;21.4;15.2;71 %;6.2;3.5;56 %;7.5;6.2;83 %;0.2;0;0 %;21.1;15.2;72 %;7.2;5.5;76 %;1.5;0.7;50 %;0.7;0.2;33 %;0.7;0.5;67 %;33.6;4;19.9;6.2;31 %;7.5;1.7;23 %;2;1;50 %;17.9;5.2;29 %;2;1;50 %;0.5;0.2;50 %;0.7;0;0;0;0 %;0;0;0;0 %
30;Максим Данилин;ПВ;Родина Москва;53;0;0;0;0;0 %;0;0;0 %;0.00;0;1.7;0;0;0;44.2;30.6;69 %;5.1;0;0;0 %;3.4;0;8.5;5.1;0;20.4;18.7;92 %;1.7;1.7;100 %;10.2;10.2;100 %;1.7;1.7;100 %;18.7;17;91 %;1.7;1.7;100 %;0;0;0 %;0;0;0 %;0;0;0 %;25.5;0;20.4;8.5;42 %;0;0;0 %;3.4;3.4;100 %;17;5.1;30 %;5.1;3.4;67 %;3.4;1.7;50 %;0;0;0;0;0 %;0;0;0;0 %
13;Максим Кайнов;ЦОП;Арсенал Тула;771;0.1;0;0;0;0 %;0.5;0.1;25 %;0.10;1.1;1.2;0;0.1;0;73.1;56.8;78 %;1.8;0.1;0.1;100 %;7.7;4.8;14.2;6.5;0.7;44.4;37.9;86 %;20;14.6;73 %;7.8;7.6;97 %;2.1;1.3;61 %;42.3;36.7;87 %;10.7;9.2;86 %;0.6;0.5;80 %;0.1;0;0 %;0.6;0.6;100 %;34.6;0.2;17;8.8;51 %;5;2.6;51 %;9.8;5.1;52 %;7.2;3.6;50 %;1.8;1.2;67 %;4.7;2.6;55 %;3.9;0.1;0;0;0 %;0;0;0;0 %
49;Максим Караев;ЛЗ;Родина Москва;144;0;0;0;0;0 %;0;0;0 %;0.00;1.2;1.9;0;1.2;0;78.1;60.6;78 %;0.6;0;0;0 %;10;6.2;15.6;1.9;0;50;40.6;81 %;23.1;15;65 %;9.4;9.4;100 %;5;4.4;88 %;45;36.2;81 %;16.2;13.1;81 %;1.2;1.2;100 %;0;0;0 %;0;0;0 %;34.4;0.6;12.5;4.4;35 %;2.5;0.6;25 %;9.4;3.8;40 %;3.1;0.6;20 %;1.9;1.2;67 %;1.9;0.6;33 %;5.6;1.2;0;0;0 %;0;8.1;6.9;85 %
6;Максим Кузьмин;ЛЦП;Балтика;656;0;0.1;0.8;0.8;100 %;1;0.3;29 %;0.05;1.1;1.5;0;0;0;71.6;48.8;68 %;2.9;0.4;0;0 %;16.7;3.7;16.7;9.6;1;41.3;27.6;67 %;23.2;14.1;61 %;3.4;3.3;96 %;3;1.9;64 %;38.3;25.7;67 %;14.8;10.2;69 %;13.4;7.3;54 %;2.1;0;0 %;1.8;1.8;100 %;27.2;1.1;13.4;5.9;44 %;3;1.4;45 %;4.5;2.6;58 %;8.9;3.3;37 %;4.1;2.1;50 %;1.4;0.7;50 %;4.1;3;0.1;0;0 %;5.8;0.1;0.1;100 %
67;Максим Кутовой;ЦФД;Краснодар 2;723;0;0.1;0.5;0.5;100 %;2.5;0.6;25 %;0.38;1;0.7;0.1;0;0;48.3;25.3;52 %;4.6;0.7;0;0 %;8.6;1.6;8.2;5;0.9;20.8;14.3;69 %;9.3;4.9;52 %;3.7;3.4;90 %;0.5;0.1;25 %;20.3;14.2;70 %;9;5.9;65 %;1.9;0.9;47 %;0.4;0;0 %;0.7;0.7;100 %;31.4;2.4;20.4;5.6;27 %;7.8;2;25 %;4.6;1.7;38 %;15.8;3.9;24 %;2.5;1.2;50 %;1.2;0.5;40 %;1.6;0;0;0;0 %;0;0;0;0 %
